"","Date","Deaths per day","Cumulative deaths","Death rate per 100,000","Death rate 7-day average","Deaths in the last 7 days","Death rate in the last 7 days","% change in deaths","7-day average of daily deaths","14-day average of daily deaths","14-day deaths"
"1",2020-01-01,0,0,0,0,0,0,"0%",NA,NA,NA
"2",2020-01-02,0,0,0,0,0,0,"0%",NA,NA,NA
"3",2020-01-03,0,0,0,0,0,0,"0%",NA,NA,NA
"4",2020-01-04,0,0,0,0,0,0,"0%",NA,NA,NA
"5",2020-01-05,0,0,0,0,0,0,"0%",NA,NA,NA
"6",2020-01-06,0,0,0,0,0,0,"0%",NA,NA,NA
"7",2020-01-07,0,0,0,0,0,0,"0%",0,NA,NA
"8",2020-01-08,0,0,0,0,0,0,"0%",0,NA,NA
"9",2020-01-09,0,0,0,0,0,0,"0%",0,NA,NA
"10",2020-01-10,0,0,0,0,0,0,"0%",0,NA,NA
"11",2020-01-11,0,0,0,0,0,0,"0%",0,NA,NA
"12",2020-01-12,0,0,0,0,0,0,"0%",0,NA,NA
"13",2020-01-13,0,0,0,0,0,0,"0%",0,NA,NA
"14",2020-01-14,0,0,0,0,0,0,"0%",0,0,0
"15",2020-01-15,0,0,0,0,0,0,"0%",0,0,0
"16",2020-01-16,0,0,0,0,0,0,"0%",0,0,0
"17",2020-01-17,0,0,0,0,0,0,"0%",0,0,0
"18",2020-01-18,0,0,0,0,0,0,"0%",0,0,0
"19",2020-01-19,0,0,0,0,0,0,"0%",0,0,0
"20",2020-01-20,0,0,0,0,0,0,"0%",0,0,0
"21",2020-01-21,0,0,0,0,0,0,"0%",0,0,0
"22",2020-01-22,0,0,0,0,0,0,"0%",0,0,0
"23",2020-01-23,0,0,0,0,0,0,"0%",0,0,0
"24",2020-01-24,0,0,0,0,0,0,"0%",0,0,0
"25",2020-01-25,0,0,0,0,0,0,"0%",0,0,0
"26",2020-01-26,0,0,0,0,0,0,"0%",0,0,0
"27",2020-01-27,0,0,0,0,0,0,"0%",0,0,0
"28",2020-01-28,0,0,0,0,0,0,"0%",0,0,0
"29",2020-01-29,0,0,0,0,0,0,"0%",0,0,0
"30",2020-01-30,0,0,0,0,0,0,"0%",0,0,0
"31",2020-01-31,0,0,0,0,0,0,"0%",0,0,0
"32",2020-02-01,0,0,0,0,0,0,"0%",0,0,0
"33",2020-02-02,0,0,0,0,0,0,"0%",0,0,0
"34",2020-02-03,0,0,0,0,0,0,"0%",0,0,0
"35",2020-02-04,0,0,0,0,0,0,"0%",0,0,0
"36",2020-02-05,0,0,0,0,0,0,"0%",0,0,0
"37",2020-02-06,0,0,0,0,0,0,"0%",0,0,0
"38",2020-02-07,0,0,0,0,0,0,"0%",0,0,0
"39",2020-02-08,0,0,0,0,0,0,"0%",0,0,0
"40",2020-02-09,0,0,0,0,0,0,"0%",0,0,0
"41",2020-02-10,0,0,0,0,0,0,"0%",0,0,0
"42",2020-02-11,0,0,0,0,0,0,"0%",0,0,0
"43",2020-02-12,0,0,0,0,0,0,"0%",0,0,0
"44",2020-02-13,0,0,0,0,0,0,"0%",0,0,0
"45",2020-02-14,0,0,0,0,0,0,"0%",0,0,0
"46",2020-02-15,0,0,0,0,0,0,"0%",0,0,0
"47",2020-02-16,0,0,0,0,0,0,"0%",0,0,0
"48",2020-02-17,0,0,0,0,0,0,"0%",0,0,0
"49",2020-02-18,0,0,0,0,0,0,"0%",0,0,0
"50",2020-02-19,0,0,0,0,0,0,"0%",0,0,0
"51",2020-02-20,0,0,0,0,0,0,"0%",0,0,0
"52",2020-02-21,0,0,0,0,0,0,"0%",0,0,0
"53",2020-02-22,0,0,0,0,0,0,"0%",0,0,0
"54",2020-02-23,0,0,0,0,0,0,"0%",0,0,0
"55",2020-02-24,0,0,0,0,0,0,"0%",0,0,0
"56",2020-02-25,0,0,0,0,0,0,"0%",0,0,0
"57",2020-02-26,0,0,0,0,0,0,"0%",0,0,0
"58",2020-02-27,1,1,0,0,1,0,"0%",0,0,1
"59",2020-02-28,0,1,0,0,1,0,"0%",0,0,1
"60",2020-02-29,0,1,0,0,1,0,"0%",0,0,1
"61",2020-03-01,0,1,0,0,1,0,"0%",0,0,1
"62",2020-03-02,0,1,0,0,1,0,"0%",0,0,1
"63",2020-03-03,0,1,0,0,1,0,"0%",0,0,1
"64",2020-03-04,0,1,0,0,1,0,"0%",0,0,1
"65",2020-03-05,0,1,0,0,0,0,"-100%",0,0,1
"66",2020-03-06,0,1,0,0,0,0,"0%",0,0,1
"67",2020-03-07,0,1,0,0,0,0,"0%",0,0,1
"68",2020-03-08,0,1,0,0,0,0,"0%",0,0,1
"69",2020-03-09,0,1,0,0,0,0,"0%",0,0,1
"70",2020-03-10,0,1,0,0,0,0,"0%",0,0,1
"71",2020-03-11,0,1,0,0,0,0,"0%",0,0,1
"72",2020-03-12,0,1,0,0,0,0,"0%",0,0,0
"73",2020-03-13,0,1,0,0,0,0,"0%",0,0,0
"74",2020-03-14,0,1,0,0,0,0,"0%",0,0,0
"75",2020-03-15,1,2,0,0,1,0,"0%",0,0,1
"76",2020-03-16,0,2,0,0,1,0,"0%",0,0,1
"77",2020-03-17,1,3,0,0,2,0,"100%",0,0,2
"78",2020-03-18,0,3,0,0,2,0,"0%",0,0,2
"79",2020-03-19,1,4,0,0,3,0.1,"50%",0,0,3
"80",2020-03-20,0,4,0,0,3,0.1,"0%",0,0,3
"81",2020-03-21,0,4,0,0,3,0.1,"0%",0,0,3
"82",2020-03-22,0,4,0,0,2,0,"-33.3%",0,0,3
"83",2020-03-23,1,5,0,0,3,0.1,"50%",0,0,4
"84",2020-03-24,1,6,0,0,3,0.1,"0%",0,0,5
"85",2020-03-25,4,10,0.1,0,7,0.1,"133.3%",1,1,9
"86",2020-03-26,2,12,0,0,8,0.2,"14.3%",1,1,11
"87",2020-03-27,10,22,0.2,0.1,18,0.4,"125%",3,2,21
"88",2020-03-28,5,27,0.1,0.1,23,0.5,"27.8%",3,2,26
"89",2020-03-29,5,32,0.1,0.1,28,0.6,"21.7%",4,2,30
"90",2020-03-30,9,41,0.2,0.1,36,0.7,"28.6%",5,3,39
"91",2020-03-31,8,49,0.2,0.1,43,0.9,"19.4%",6,3,46
"92",2020-04-01,7,56,0.1,0.1,46,0.9,"7%",7,4,53
"93",2020-04-02,3,59,0.1,0.1,47,1,"2.2%",7,4,55
"94",2020-04-03,8,67,0.2,0.1,45,0.9,"-4.3%",6,4,63
"95",2020-04-04,4,71,0.1,0.1,44,0.9,"-2.2%",6,5,67
"96",2020-04-05,13,84,0.3,0.2,52,1.1,"18.2%",7,6,80
"97",2020-04-06,11,95,0.2,0.2,54,1.1,"3.8%",8,6,90
"98",2020-04-07,13,108,0.3,0.2,59,1.2,"9.3%",8,7,102
"99",2020-04-08,10,118,0.2,0.2,62,1.3,"5.1%",9,8,108
"100",2020-04-09,11,129,0.2,0.2,70,1.4,"12.9%",10,8,117
"101",2020-04-10,12,141,0.2,0.2,74,1.5,"5.7%",11,8,119
"102",2020-04-11,9,150,0.2,0.2,79,1.6,"6.8%",11,9,123
"103",2020-04-12,10,160,0.2,0.2,76,1.6,"-3.8%",11,9,128
"104",2020-04-13,8,168,0.2,0.2,73,1.5,"-3.9%",10,9,127
"105",2020-04-14,12,180,0.2,0.2,72,1.5,"-1.4%",10,9,131
"106",2020-04-15,12,192,0.2,0.2,74,1.5,"2.8%",11,10,136
"107",2020-04-16,12,204,0.2,0.2,75,1.5,"1.4%",11,10,145
"108",2020-04-17,18,222,0.4,0.2,81,1.7,"8%",12,11,155
"109",2020-04-18,17,239,0.3,0.3,89,1.8,"9.9%",13,12,168
"110",2020-04-19,9,248,0.2,0.3,88,1.8,"-1.1%",13,12,164
"111",2020-04-20,8,256,0.2,0.3,88,1.8,"0%",13,12,161
"112",2020-04-21,9,265,0.2,0.2,85,1.7,"-3.4%",12,11,157
"113",2020-04-22,18,283,0.4,0.3,91,1.9,"7.1%",13,12,165
"114",2020-04-23,12,295,0.2,0.3,91,1.9,"0%",13,12,166
"115",2020-04-24,14,309,0.3,0.3,87,1.8,"-4.4%",12,12,168
"116",2020-04-25,13,322,0.3,0.2,83,1.7,"-4.6%",12,12,172
"117",2020-04-26,15,337,0.3,0.3,89,1.8,"7.2%",13,13,177
"118",2020-04-27,12,349,0.2,0.3,93,1.9,"4.5%",13,13,181
"119",2020-04-28,12,361,0.2,0.3,96,2,"3.2%",14,13,181
"120",2020-04-29,11,372,0.2,0.3,89,1.8,"-7.3%",13,13,180
"121",2020-04-30,14,386,0.3,0.3,91,1.9,"2.2%",13,13,182
"122",2020-05-01,18,404,0.4,0.3,95,1.9,"4.4%",14,13,182
"123",2020-05-02,12,416,0.2,0.3,94,1.9,"-1.1%",13,13,177
"124",2020-05-03,20,436,0.4,0.3,99,2,"5.3%",14,13,188
"125",2020-05-04,19,455,0.4,0.3,106,2.2,"7.1%",15,14,199
"126",2020-05-05,25,480,0.5,0.3,119,2.4,"12.3%",17,15,215
"127",2020-05-06,11,491,0.2,0.3,119,2.4,"0%",17,15,208
"128",2020-05-07,9,500,0.2,0.3,114,2.3,"-4.2%",16,15,205
"129",2020-05-08,19,519,0.4,0.3,115,2.3,"0.9%",16,15,210
"130",2020-05-09,16,535,0.3,0.3,119,2.4,"3.5%",17,15,213
"131",2020-05-10,11,546,0.2,0.3,110,2.2,"-7.6%",16,15,209
"132",2020-05-11,15,561,0.3,0.3,106,2.2,"-3.6%",15,15,212
"133",2020-05-12,14,575,0.3,0.3,95,1.9,"-10.4%",14,15,214
"134",2020-05-13,17,592,0.3,0.3,101,2.1,"6.3%",14,16,220
"135",2020-05-14,22,614,0.4,0.3,114,2.3,"12.9%",16,16,228
"136",2020-05-15,13,627,0.3,0.3,108,2.2,"-5.3%",15,16,223
"137",2020-05-16,9,636,0.2,0.3,101,2.1,"-6.5%",14,16,220
"138",2020-05-17,12,648,0.2,0.3,102,2.1,"1%",15,15,212
"139",2020-05-18,17,665,0.3,0.3,104,2.1,"2%",15,15,210
"140",2020-05-19,16,681,0.3,0.3,106,2.2,"1.9%",15,14,201
"141",2020-05-20,20,701,0.4,0.3,109,2.2,"2.8%",16,15,210
"142",2020-05-21,15,716,0.3,0.3,102,2.1,"-6.4%",15,15,216
"143",2020-05-22,12,728,0.2,0.3,101,2.1,"-1%",14,15,209
"144",2020-05-23,6,734,0.1,0.3,98,2,"-3%",14,14,199
"145",2020-05-24,18,752,0.4,0.3,104,2.1,"6.1%",15,15,206
"146",2020-05-25,12,764,0.2,0.3,99,2,"-4.8%",14,14,203
"147",2020-05-26,18,782,0.4,0.3,101,2.1,"2%",14,15,207
"148",2020-05-27,20,802,0.4,0.3,101,2.1,"0%",14,15,210
"149",2020-05-28,19,821,0.4,0.3,105,2.1,"4%",15,15,207
"150",2020-05-29,20,841,0.4,0.3,113,2.3,"7.6%",16,15,214
"151",2020-05-30,15,856,0.3,0.4,122,2.5,"8%",17,16,220
"152",2020-05-31,10,866,0.2,0.3,114,2.3,"-6.6%",16,16,218
"153",2020-06-01,16,882,0.3,0.3,118,2.4,"3.5%",17,16,217
"154",2020-06-02,21,903,0.4,0.4,121,2.5,"2.5%",17,16,222
"155",2020-06-03,16,919,0.3,0.3,117,2.4,"-3.3%",17,16,218
"156",2020-06-04,12,931,0.2,0.3,110,2.2,"-6%",16,15,215
"157",2020-06-05,14,945,0.3,0.3,104,2.1,"-5.5%",15,16,217
"158",2020-06-06,13,958,0.3,0.3,102,2.1,"-1.9%",15,16,224
"159",2020-06-07,18,976,0.4,0.3,110,2.2,"7.8%",16,16,224
"160",2020-06-08,15,991,0.3,0.3,109,2.2,"-0.9%",16,16,227
"161",2020-06-09,16,1007,0.3,0.3,104,2.1,"-4.6%",15,16,225
"162",2020-06-10,15,1022,0.3,0.3,103,2.1,"-1%",15,16,220
"163",2020-06-11,19,1041,0.4,0.3,110,2.2,"6.8%",16,16,220
"164",2020-06-12,13,1054,0.3,0.3,109,2.2,"-0.9%",16,15,213
"165",2020-06-13,8,1062,0.2,0.3,104,2.1,"-4.6%",15,15,206
"166",2020-06-14,14,1076,0.3,0.3,100,2,"-3.8%",14,15,210
"167",2020-06-15,17,1093,0.3,0.3,102,2.1,"2%",15,15,211
"168",2020-06-16,22,1115,0.4,0.3,108,2.2,"5.9%",15,15,212
"169",2020-06-17,7,1122,0.1,0.3,100,2,"-7.4%",14,14,203
"170",2020-06-18,7,1129,0.1,0.3,88,1.8,"-12%",13,14,198
"171",2020-06-19,21,1150,0.4,0.3,96,2,"9.1%",14,15,205
"172",2020-06-20,20,1170,0.4,0.3,108,2.2,"12.5%",15,15,212
"173",2020-06-21,17,1187,0.3,0.3,111,2.3,"2.8%",16,15,211
"174",2020-06-22,12,1199,0.2,0.3,106,2.2,"-4.5%",15,15,208
"175",2020-06-23,21,1220,0.4,0.3,105,2.1,"-0.9%",15,15,213
"176",2020-06-24,23,1243,0.5,0.4,121,2.5,"15.2%",17,16,221
"177",2020-06-25,11,1254,0.2,0.4,125,2.5,"3.3%",18,15,213
"178",2020-06-26,13,1267,0.3,0.3,117,2.4,"-6.4%",17,15,213
"179",2020-06-27,21,1288,0.4,0.3,118,2.4,"0.9%",17,16,226
"180",2020-06-28,15,1303,0.3,0.3,116,2.4,"-1.7%",17,16,227
"181",2020-06-29,18,1321,0.4,0.4,122,2.5,"5.2%",17,16,228
"182",2020-06-30,23,1344,0.5,0.4,124,2.5,"1.6%",18,16,229
"183",2020-07-01,18,1362,0.4,0.3,119,2.4,"-4%",17,17,240
"184",2020-07-02,27,1389,0.6,0.4,135,2.8,"13.4%",19,19,260
"185",2020-07-03,29,1418,0.6,0.4,151,3.1,"11.9%",22,19,268
"186",2020-07-04,19,1437,0.4,0.4,149,3,"-1.3%",21,19,267
"187",2020-07-05,19,1456,0.4,0.4,153,3.1,"2.7%",22,19,269
"188",2020-07-06,17,1473,0.3,0.4,152,3.1,"-0.7%",22,20,274
"189",2020-07-07,19,1492,0.4,0.4,148,3,"-2.6%",21,19,272
"190",2020-07-08,30,1522,0.6,0.5,160,3.3,"8.1%",23,20,279
"191",2020-07-09,18,1540,0.4,0.4,151,3.1,"-5.6%",22,20,286
"192",2020-07-10,20,1560,0.4,0.4,142,2.9,"-6%",20,21,293
"193",2020-07-11,20,1580,0.4,0.4,143,2.9,"0.7%",20,21,292
"194",2020-07-12,25,1605,0.5,0.4,149,3,"4.2%",21,22,302
"195",2020-07-13,29,1634,0.6,0.5,161,3.3,"8.1%",23,22,313
"196",2020-07-14,35,1669,0.7,0.5,177,3.6,"9.9%",25,23,325
"197",2020-07-15,29,1698,0.6,0.5,176,3.6,"-0.6%",25,24,336
"198",2020-07-16,32,1730,0.7,0.6,190,3.9,"8%",27,24,341
"199",2020-07-17,24,1754,0.5,0.6,194,4,"2.1%",28,24,336
"200",2020-07-18,36,1790,0.7,0.6,210,4.3,"8.2%",30,25,353
"201",2020-07-19,42,1832,0.9,0.7,227,4.6,"8.1%",32,27,376
"202",2020-07-20,30,1862,0.6,0.7,228,4.7,"0.4%",33,28,389
"203",2020-07-21,38,1900,0.8,0.7,231,4.7,"1.3%",33,29,408
"204",2020-07-22,40,1940,0.8,0.7,242,4.9,"4.8%",35,30,418
"205",2020-07-23,37,1977,0.8,0.7,247,5,"2.1%",35,31,437
"206",2020-07-24,41,2018,0.8,0.8,264,5.4,"6.9%",38,33,458
"207",2020-07-25,39,2057,0.8,0.8,267,5.4,"1.1%",38,34,477
"208",2020-07-26,43,2100,0.9,0.8,268,5.5,"0.4%",38,35,495
"209",2020-07-27,44,2144,0.9,0.8,282,5.8,"5.2%",40,36,510
"210",2020-07-28,24,2168,0.5,0.8,268,5.5,"-5%",38,36,499
"211",2020-07-29,40,2208,0.8,0.8,268,5.5,"0%",38,36,510
"212",2020-07-30,46,2254,0.9,0.8,277,5.6,"3.4%",40,37,524
"213",2020-07-31,53,2307,1.1,0.8,289,5.9,"4.3%",41,40,553
"214",2020-08-01,45,2352,0.9,0.9,295,6,"2.1%",42,40,562
"215",2020-08-02,42,2394,0.9,0.9,294,6,"-0.3%",42,40,562
"216",2020-08-03,30,2424,0.6,0.8,280,5.7,"-4.8%",40,40,562
"217",2020-08-04,47,2471,1,0.9,303,6.2,"8.2%",43,41,571
"218",2020-08-05,38,2509,0.8,0.9,301,6.1,"-0.7%",43,41,569
"219",2020-08-06,48,2557,1,0.9,303,6.2,"0.7%",43,41,580
"220",2020-08-07,48,2605,1,0.9,298,6.1,"-1.7%",43,42,587
"221",2020-08-08,43,2648,0.9,0.9,296,6,"-0.7%",42,42,591
"222",2020-08-09,38,2686,0.8,0.9,292,6,"-1.4%",42,42,586
"223",2020-08-10,43,2729,0.9,0.9,305,6.2,"4.5%",44,42,585
"224",2020-08-11,40,2769,0.8,0.9,298,6.1,"-2.3%",43,43,601
"225",2020-08-12,30,2799,0.6,0.8,290,5.9,"-2.7%",41,42,591
"226",2020-08-13,35,2834,0.7,0.8,277,5.6,"-4.5%",40,41,580
"227",2020-08-14,33,2867,0.7,0.8,262,5.3,"-5.4%",37,40,560
"228",2020-08-15,36,2903,0.7,0.7,255,5.2,"-2.7%",36,39,551
"229",2020-08-16,30,2933,0.6,0.7,247,5,"-3.1%",35,38,539
"230",2020-08-17,27,2960,0.6,0.7,231,4.7,"-6.5%",33,38,536
"231",2020-08-18,32,2992,0.7,0.6,223,4.5,"-3.5%",32,37,521
"232",2020-08-19,40,3032,0.8,0.7,233,4.8,"4.5%",33,37,523
"233",2020-08-20,29,3061,0.6,0.7,227,4.6,"-2.6%",32,36,504
"234",2020-08-21,38,3099,0.8,0.7,232,4.7,"2.2%",33,35,494
"235",2020-08-22,29,3128,0.6,0.7,225,4.6,"-3%",32,34,480
"236",2020-08-23,28,3156,0.6,0.6,223,4.5,"-0.9%",32,34,470
"237",2020-08-24,30,3186,0.6,0.7,226,4.6,"1.3%",32,33,457
"238",2020-08-25,29,3215,0.6,0.6,223,4.5,"-1.3%",32,32,446
"239",2020-08-26,23,3238,0.5,0.6,206,4.2,"-7.6%",29,31,439
"240",2020-08-27,25,3263,0.5,0.6,202,4.1,"-1.9%",29,31,429
"241",2020-08-28,30,3293,0.6,0.6,194,4,"-4%",28,30,426
"242",2020-08-29,34,3327,0.7,0.6,199,4.1,"2.6%",28,30,424
"243",2020-08-30,14,3341,0.3,0.5,185,3.8,"-7%",26,29,408
"244",2020-08-31,24,3365,0.5,0.5,179,3.7,"-3.2%",26,29,405
"245",2020-09-01,31,3396,0.6,0.5,181,3.7,"1.1%",26,29,404
"246",2020-09-02,24,3420,0.5,0.5,182,3.7,"0.6%",26,28,388
"247",2020-09-03,28,3448,0.6,0.5,185,3.8,"1.6%",26,28,387
"248",2020-09-04,26,3474,0.5,0.5,181,3.7,"-2.2%",26,27,375
"249",2020-09-05,26,3500,0.5,0.5,173,3.5,"-4.4%",25,27,372
"250",2020-09-06,20,3520,0.4,0.5,179,3.7,"3.5%",26,26,364
"251",2020-09-07,26,3546,0.5,0.5,181,3.7,"1.1%",26,26,360
"252",2020-09-08,18,3564,0.4,0.5,168,3.4,"-7.2%",24,25,349
"253",2020-09-09,28,3592,0.6,0.5,172,3.5,"2.4%",25,25,354
"254",2020-09-10,26,3618,0.5,0.5,170,3.5,"-1.2%",24,25,355
"255",2020-09-11,20,3638,0.4,0.5,164,3.3,"-3.5%",23,25,345
"256",2020-09-12,23,3661,0.5,0.5,161,3.3,"-1.8%",23,24,334
"257",2020-09-13,31,3692,0.6,0.5,172,3.5,"6.8%",25,25,351
"258",2020-09-14,17,3709,0.3,0.5,163,3.3,"-5.2%",23,25,344
"259",2020-09-15,26,3735,0.5,0.5,171,3.5,"4.9%",24,24,339
"260",2020-09-16,28,3763,0.6,0.5,171,3.5,"0%",24,24,343
"261",2020-09-17,19,3782,0.4,0.5,164,3.3,"-4.1%",23,24,334
"262",2020-09-18,16,3798,0.3,0.5,160,3.3,"-2.4%",23,23,324
"263",2020-09-19,10,3808,0.2,0.4,147,3,"-8.1%",21,22,308
"264",2020-09-20,16,3824,0.3,0.4,132,2.7,"-10.2%",19,22,304
"265",2020-09-21,21,3845,0.4,0.4,136,2.8,"3%",19,21,299
"266",2020-09-22,17,3862,0.3,0.4,127,2.6,"-6.6%",18,21,298
"267",2020-09-23,20,3882,0.4,0.3,119,2.4,"-6.3%",17,21,290
"268",2020-09-24,13,3895,0.3,0.3,113,2.3,"-5%",16,20,277
"269",2020-09-25,8,3903,0.2,0.3,105,2.1,"-7.1%",15,19,265
"270",2020-09-26,13,3916,0.3,0.3,108,2.2,"2.9%",15,18,255
"271",2020-09-27,16,3932,0.3,0.3,108,2.2,"0%",15,17,240
"272",2020-09-28,14,3946,0.3,0.3,101,2.1,"-6.5%",14,17,237
"273",2020-09-29,21,3967,0.4,0.3,105,2.1,"4%",15,17,232
"274",2020-09-30,16,3983,0.3,0.3,101,2.1,"-3.8%",14,16,220
"275",2020-10-01,19,4002,0.4,0.3,107,2.2,"5.9%",15,16,220
"276",2020-10-02,18,4020,0.4,0.3,117,2.4,"9.3%",17,16,222
"277",2020-10-03,17,4037,0.3,0.4,121,2.5,"3.4%",17,16,229
"278",2020-10-04,21,4058,0.4,0.4,126,2.6,"4.1%",18,17,234
"279",2020-10-05,28,4086,0.6,0.4,140,2.9,"11.1%",20,17,241
"280",2020-10-06,21,4107,0.4,0.4,140,2.9,"0%",20,18,245
"281",2020-10-07,20,4127,0.4,0.4,144,2.9,"2.9%",21,18,245
"282",2020-10-08,18,4145,0.4,0.4,143,2.9,"-0.7%",20,18,250
"283",2020-10-09,19,4164,0.4,0.4,144,2.9,"0.7%",21,19,261
"284",2020-10-10,22,4186,0.4,0.4,149,3,"3.5%",21,19,270
"285",2020-10-11,17,4203,0.3,0.4,145,3,"-2.7%",21,19,271
"286",2020-10-12,15,4218,0.3,0.4,132,2.7,"-9%",19,19,272
"287",2020-10-13,21,4239,0.4,0.4,132,2.7,"0%",19,19,272
"288",2020-10-14,18,4257,0.4,0.4,130,2.7,"-1.5%",19,20,274
"289",2020-10-15,19,4276,0.4,0.4,131,2.7,"0.8%",19,20,274
"290",2020-10-16,22,4298,0.4,0.4,134,2.7,"2.3%",19,20,278
"291",2020-10-17,17,4315,0.3,0.4,129,2.6,"-3.7%",18,20,278
"292",2020-10-18,22,4337,0.4,0.4,134,2.7,"3.9%",19,20,279
"293",2020-10-19,22,4359,0.4,0.4,141,2.9,"5.2%",20,20,273
"294",2020-10-20,16,4375,0.3,0.4,136,2.8,"-3.5%",19,19,268
"295",2020-10-21,6,4381,0.1,0.4,124,2.5,"-8.8%",18,18,254
"296",2020-10-22,17,4398,0.3,0.4,122,2.5,"-1.6%",17,18,253
"297",2020-10-23,21,4419,0.4,0.4,121,2.5,"-0.8%",17,18,255
"298",2020-10-24,22,4441,0.4,0.4,126,2.6,"4.1%",18,18,255
"299",2020-10-25,19,4460,0.4,0.4,123,2.5,"-2.4%",18,18,257
"300",2020-10-26,18,4478,0.4,0.3,119,2.4,"-3.3%",17,19,260
