"","Date","Deaths per day","Cumulative deaths","Death rate per 100,000","Death rate 7-day average","Deaths in the last 7 days","Death rate in the last 7 days","% change in deaths","7-day average of daily deaths","14-day average of daily deaths","14-day deaths"
"301",2020-10-27,23,4501,0.5,0.4,126,2.6,"5.9%",18,19,262
"302",2020-10-28,20,4521,0.4,0.4,140,2.9,"11.1%",20,19,264
"303",2020-10-29,26,4547,0.5,0.4,149,3,"6.4%",21,19,271
"304",2020-10-30,15,4562,0.3,0.4,143,2.9,"-4%",20,19,264
"305",2020-10-31,17,4579,0.3,0.4,138,2.8,"-3.5%",20,19,264
"306",2020-11-01,19,4598,0.4,0.4,138,2.8,"0%",20,19,261
"307",2020-11-02,23,4621,0.5,0.4,143,2.9,"3.6%",20,19,262
"308",2020-11-03,17,4638,0.3,0.4,137,2.8,"-4.2%",20,19,263
"309",2020-11-04,24,4662,0.5,0.4,141,2.9,"2.9%",20,20,281
"310",2020-11-05,30,4692,0.6,0.4,145,3,"2.8%",21,21,294
"311",2020-11-06,25,4717,0.5,0.5,155,3.2,"6.9%",22,21,298
"312",2020-11-07,17,4734,0.3,0.5,155,3.2,"0%",22,21,293
"313",2020-11-08,23,4757,0.5,0.5,159,3.2,"2.6%",23,21,297
"314",2020-11-09,24,4781,0.5,0.5,160,3.3,"0.6%",23,22,303
"315",2020-11-10,23,4804,0.5,0.5,166,3.4,"3.8%",24,22,303
"316",2020-11-11,24,4828,0.5,0.5,166,3.4,"0%",24,22,307
"317",2020-11-12,32,4860,0.7,0.5,168,3.4,"1.2%",24,22,313
"318",2020-11-13,25,4885,0.5,0.5,168,3.4,"0%",24,23,323
"319",2020-11-14,31,4916,0.6,0.5,182,3.7,"8.3%",26,24,337
"320",2020-11-15,25,4941,0.5,0.5,184,3.8,"1.1%",26,24,343
"321",2020-11-16,24,4965,0.5,0.5,184,3.8,"0%",26,25,344
"322",2020-11-17,24,4989,0.5,0.5,185,3.8,"0.5%",26,25,351
"323",2020-11-18,20,5009,0.4,0.5,181,3.7,"-2.2%",26,25,347
"324",2020-11-19,24,5033,0.5,0.5,173,3.5,"-4.4%",25,24,341
"325",2020-11-20,31,5064,0.6,0.5,179,3.7,"3.5%",26,25,347
"326",2020-11-21,33,5097,0.7,0.5,181,3.7,"1.1%",26,26,363
"327",2020-11-22,27,5124,0.6,0.5,183,3.7,"1.1%",26,26,367
"328",2020-11-23,27,5151,0.6,0.5,186,3.8,"1.6%",27,26,370
"329",2020-11-24,23,5174,0.5,0.5,185,3.8,"-0.5%",26,26,370
"330",2020-11-25,37,5211,0.8,0.6,202,4.1,"9.2%",29,27,383
"331",2020-11-26,23,5234,0.5,0.6,201,4.1,"-0.5%",29,27,374
"332",2020-11-27,34,5268,0.7,0.6,204,4.2,"1.5%",29,27,383
"333",2020-11-28,36,5304,0.7,0.6,207,4.2,"1.5%",30,28,388
"334",2020-11-29,42,5346,0.9,0.6,222,4.5,"7.2%",32,29,405
"335",2020-11-30,36,5382,0.7,0.7,231,4.7,"4.1%",33,30,417
"336",2020-12-01,30,5412,0.6,0.7,238,4.9,"3%",34,30,423
"337",2020-12-02,41,5453,0.8,0.7,242,4.9,"1.7%",35,32,444
"338",2020-12-03,41,5494,0.8,0.8,260,5.3,"7.4%",37,33,461
"339",2020-12-04,39,5533,0.8,0.8,265,5.4,"1.9%",38,34,469
"340",2020-12-05,35,5568,0.7,0.8,264,5.4,"-0.4%",38,34,471
"341",2020-12-06,58,5626,1.2,0.8,280,5.7,"6.1%",40,36,502
"342",2020-12-07,48,5674,1,0.9,292,6,"4.3%",42,37,523
"343",2020-12-08,55,5729,1.1,0.9,317,6.5,"8.6%",45,40,555
"344",2020-12-09,58,5787,1.2,1,334,6.8,"5.4%",48,41,576
"345",2020-12-10,54,5841,1.1,1,347,7.1,"3.9%",50,43,607
"346",2020-12-11,54,5895,1.1,1.1,362,7.4,"4.3%",52,45,627
"347",2020-12-12,66,5961,1.3,1.1,393,8,"8.6%",56,47,657
"348",2020-12-13,39,6000,0.8,1.1,374,7.6,"-4.8%",53,47,654
"349",2020-12-14,64,6064,1.3,1.1,390,8,"4.3%",56,49,682
"350",2020-12-15,57,6121,1.2,1.1,392,8,"0.5%",56,51,709
"351",2020-12-16,72,6193,1.5,1.2,406,8.3,"3.6%",58,53,740
"352",2020-12-17,51,6244,1,1.2,403,8.2,"-0.7%",58,54,750
"353",2020-12-18,60,6304,1.2,1.2,409,8.3,"1.5%",58,55,771
"354",2020-12-19,61,6365,1.2,1.2,404,8.2,"-1.2%",58,57,797
"355",2020-12-20,63,6428,1.3,1.2,428,8.7,"5.9%",61,57,802
"356",2020-12-21,67,6495,1.4,1.3,431,8.8,"0.7%",62,59,821
"357",2020-12-22,66,6561,1.3,1.3,440,9,"2.1%",63,59,832
"358",2020-12-23,80,6641,1.6,1.3,448,9.1,"1.8%",64,61,854
"359",2020-12-24,61,6702,1.2,1.3,458,9.3,"2.2%",65,62,861
"360",2020-12-25,56,6758,1.1,1.3,454,9.3,"-0.9%",65,62,863
"361",2020-12-26,71,6829,1.4,1.4,464,9.5,"2.2%",66,62,868
"362",2020-12-27,74,6903,1.5,1.4,475,9.7,"2.4%",68,64,903
"363",2020-12-28,69,6972,1.4,1.4,477,9.7,"0.4%",68,65,908
"364",2020-12-29,79,7051,1.6,1.4,490,10,"2.7%",70,66,930
"365",2020-12-30,68,7119,1.4,1.4,478,9.7,"-2.4%",68,66,926
"366",2020-12-31,71,7190,1.4,1.4,488,10,"2.1%",70,68,946
"367",2021-01-01,83,7273,1.7,1.5,515,10.5,"5.5%",74,69,969
"368",2021-01-02,80,7353,1.6,1.5,524,10.7,"1.7%",75,71,988
"369",2021-01-03,76,7429,1.6,1.5,526,10.7,"0.4%",75,72,1001
"370",2021-01-04,95,7524,1.9,1.6,552,11.3,"4.9%",79,74,1029
"371",2021-01-05,70,7594,1.4,1.6,543,11.1,"-1.6%",78,74,1033
"372",2021-01-06,80,7674,1.6,1.6,555,11.3,"2.2%",79,74,1033
"373",2021-01-07,79,7753,1.6,1.6,563,11.5,"1.4%",80,75,1051
"374",2021-01-08,71,7824,1.4,1.6,551,11.2,"-2.1%",79,76,1066
"375",2021-01-09,83,7907,1.7,1.6,554,11.3,"0.5%",79,77,1078
"376",2021-01-10,86,7993,1.8,1.6,564,11.5,"1.8%",81,78,1090
"377",2021-01-11,88,8081,1.8,1.6,557,11.4,"-1.2%",80,79,1109
"378",2021-01-12,78,8159,1.6,1.6,565,11.5,"1.4%",81,79,1108
"379",2021-01-13,87,8246,1.8,1.7,572,11.7,"1.2%",82,80,1127
"380",2021-01-14,96,8342,2,1.7,589,12,"3%",84,82,1152
"381",2021-01-15,75,8417,1.5,1.7,593,12.1,"0.7%",85,82,1144
"382",2021-01-16,69,8486,1.4,1.7,579,11.8,"-2.4%",83,81,1133
"383",2021-01-17,70,8556,1.4,1.6,563,11.5,"-2.8%",80,80,1127
"384",2021-01-18,87,8643,1.8,1.6,562,11.5,"-0.2%",80,80,1119
"385",2021-01-19,81,8724,1.7,1.6,565,11.5,"0.5%",81,81,1130
"386",2021-01-20,86,8810,1.8,1.6,564,11.5,"-0.2%",81,81,1136
"387",2021-01-21,89,8899,1.8,1.6,557,11.4,"-1.2%",80,82,1146
"388",2021-01-22,87,8986,1.8,1.7,569,11.6,"2.2%",81,83,1162
"389",2021-01-23,75,9061,1.5,1.7,575,11.7,"1.1%",82,82,1154
"390",2021-01-24,72,9133,1.5,1.7,577,11.8,"0.3%",82,81,1140
"391",2021-01-25,66,9199,1.3,1.6,556,11.3,"-3.6%",79,80,1118
"392",2021-01-26,76,9275,1.6,1.6,551,11.2,"-0.9%",79,80,1116
"393",2021-01-27,61,9336,1.2,1.5,526,10.7,"-4.5%",75,78,1090
"394",2021-01-28,83,9419,1.7,1.5,520,10.6,"-1.1%",74,77,1077
"395",2021-01-29,78,9497,1.6,1.5,511,10.4,"-1.7%",73,77,1080
"396",2021-01-30,67,9564,1.4,1.5,503,10.3,"-1.6%",72,77,1078
"397",2021-01-31,38,9602,0.8,1.4,469,9.6,"-6.8%",67,75,1046
"398",2021-02-01,53,9655,1.1,1.3,456,9.3,"-2.8%",65,72,1012
"399",2021-02-02,53,9708,1.1,1.3,433,8.8,"-5%",62,70,984
"400",2021-02-03,58,9766,1.2,1.3,430,8.8,"-0.7%",61,68,956
"401",2021-02-04,51,9817,1,1.2,398,8.1,"-7.4%",57,66,918
"402",2021-02-05,51,9868,1,1.1,371,7.6,"-6.8%",53,63,882
"403",2021-02-06,42,9910,0.9,1,346,7.1,"-6.7%",49,61,849
"404",2021-02-07,36,9946,0.7,1,344,7,"-0.6%",49,58,813
"405",2021-02-08,37,9983,0.8,1,328,6.7,"-4.7%",47,56,784
"406",2021-02-09,47,10030,1,0.9,322,6.6,"-1.8%",46,54,755
"407",2021-02-10,50,10080,1,0.9,314,6.4,"-2.5%",45,53,744
"408",2021-02-11,37,10117,0.8,0.9,300,6.1,"-4.5%",43,50,698
"409",2021-02-12,34,10151,0.7,0.8,283,5.8,"-5.7%",40,47,654
"410",2021-02-13,26,10177,0.5,0.8,267,5.4,"-5.7%",38,44,613
"411",2021-02-14,32,10209,0.7,0.8,263,5.4,"-1.5%",38,43,607
"412",2021-02-15,29,10238,0.6,0.7,255,5.2,"-3%",36,42,583
"413",2021-02-16,30,10268,0.6,0.7,238,4.9,"-6.7%",34,40,560
"414",2021-02-17,32,10300,0.7,0.6,220,4.5,"-7.6%",31,38,534
"415",2021-02-18,29,10329,0.6,0.6,212,4.3,"-3.6%",30,37,512
"416",2021-02-19,35,10364,0.7,0.6,213,4.3,"0.5%",30,35,496
"417",2021-02-20,32,10396,0.7,0.6,219,4.5,"2.8%",31,35,486
"418",2021-02-21,34,10430,0.7,0.6,221,4.5,"0.9%",32,35,484
"419",2021-02-22,21,10451,0.4,0.6,213,4.3,"-3.6%",30,33,468
"420",2021-02-23,23,10474,0.5,0.6,206,4.2,"-3.3%",29,32,444
"421",2021-02-24,24,10498,0.5,0.6,198,4,"-3.9%",28,30,418
"422",2021-02-25,22,10520,0.4,0.6,191,3.9,"-3.5%",27,29,403
"423",2021-02-26,30,10550,0.6,0.5,186,3.8,"-2.6%",27,28,399
"424",2021-02-27,19,10569,0.4,0.5,173,3.5,"-7%",25,28,392
"425",2021-02-28,13,10582,0.3,0.4,152,3.1,"-12.1%",22,27,373
"426",2021-03-01,17,10599,0.3,0.4,148,3,"-2.6%",21,26,361
"427",2021-03-02,14,10613,0.3,0.4,139,2.8,"-6.1%",20,25,345
"428",2021-03-03,11,10624,0.2,0.4,126,2.6,"-9.4%",18,23,324
"429",2021-03-04,19,10643,0.4,0.4,123,2.5,"-2.4%",18,22,314
"430",2021-03-05,19,10662,0.4,0.3,112,2.3,"-8.9%",16,21,298
"431",2021-03-06,18,10680,0.4,0.3,111,2.3,"-0.9%",16,20,284
"432",2021-03-07,15,10695,0.3,0.3,113,2.3,"1.8%",16,19,265
"433",2021-03-08,17,10712,0.3,0.3,113,2.3,"0%",16,19,261
"434",2021-03-09,16,10728,0.3,0.3,115,2.3,"1.8%",16,18,254
"435",2021-03-10,17,10745,0.3,0.4,121,2.5,"5.2%",17,18,247
"436",2021-03-11,11,10756,0.2,0.3,113,2.3,"-6.6%",16,17,236
"437",2021-03-12,10,10766,0.2,0.3,104,2.1,"-8%",15,15,216
"438",2021-03-13,18,10784,0.4,0.3,104,2.1,"0%",15,15,215
"439",2021-03-14,19,10803,0.4,0.3,108,2.2,"3.8%",15,16,221
"440",2021-03-15,10,10813,0.2,0.3,101,2.1,"-6.5%",14,15,214
"441",2021-03-16,12,10825,0.2,0.3,97,2,"-4%",14,15,212
"442",2021-03-17,19,10844,0.4,0.3,99,2,"2.1%",14,16,220
"443",2021-03-18,6,10850,0.1,0.3,94,1.9,"-5.1%",13,15,207
"444",2021-03-19,7,10857,0.1,0.3,91,1.9,"-3.2%",13,14,195
"445",2021-03-20,11,10868,0.2,0.2,84,1.7,"-7.7%",12,13,188
"446",2021-03-21,15,10883,0.3,0.2,80,1.6,"-4.8%",11,13,188
"447",2021-03-22,8,10891,0.2,0.2,78,1.6,"-2.5%",11,13,179
"448",2021-03-23,10,10901,0.2,0.2,76,1.6,"-2.6%",11,12,173
"449",2021-03-24,7,10908,0.1,0.2,64,1.3,"-15.8%",9,12,163
"450",2021-03-25,20,10928,0.4,0.2,78,1.6,"21.9%",11,12,172
"451",2021-03-26,9,10937,0.2,0.2,80,1.6,"2.6%",11,12,171
"452",2021-03-27,10,10947,0.2,0.2,79,1.6,"-1.3%",11,12,163
"453",2021-03-28,10,10957,0.2,0.2,74,1.5,"-6.3%",11,11,154
"454",2021-03-29,9,10966,0.2,0.2,75,1.5,"1.4%",11,11,153
"455",2021-03-30,11,10977,0.2,0.2,76,1.6,"1.3%",11,11,152
"456",2021-03-31,5,10982,0.1,0.2,74,1.5,"-2.6%",11,10,138
"457",2021-04-01,11,10993,0.2,0.2,65,1.3,"-12.2%",9,10,143
"458",2021-04-02,7,11000,0.1,0.2,63,1.3,"-3.1%",9,10,143
"459",2021-04-03,13,11013,0.3,0.2,66,1.3,"4.8%",9,10,145
"460",2021-04-04,9,11022,0.2,0.2,65,1.3,"-1.5%",9,10,139
"461",2021-04-05,7,11029,0.1,0.2,63,1.3,"-3.1%",9,10,138
"462",2021-04-06,8,11037,0.2,0.2,60,1.2,"-4.8%",9,10,136
"463",2021-04-07,12,11049,0.2,0.2,67,1.4,"11.7%",10,10,141
"464",2021-04-08,3,11052,0.1,0.2,59,1.2,"-11.9%",8,9,124
"465",2021-04-09,12,11064,0.2,0.2,64,1.3,"8.5%",9,9,127
"466",2021-04-10,4,11068,0.1,0.2,55,1.1,"-14.1%",8,9,121
"467",2021-04-11,7,11075,0.1,0.2,53,1.1,"-3.6%",8,8,118
"468",2021-04-12,6,11081,0.1,0.2,52,1.1,"-1.9%",7,8,115
"469",2021-04-13,11,11092,0.2,0.2,55,1.1,"5.8%",8,8,115
"470",2021-04-14,6,11098,0.1,0.1,49,1,"-10.9%",7,8,116
"471",2021-04-15,1,11099,0,0.1,47,1,"-4.1%",7,8,106
"472",2021-04-16,5,11104,0.1,0.1,40,0.8,"-14.9%",6,7,104
"473",2021-04-17,7,11111,0.1,0.1,43,0.9,"7.5%",6,7,98
"474",2021-04-18,6,11117,0.1,0.1,42,0.9,"-2.3%",6,7,95
"475",2021-04-19,2,11119,0,0.1,38,0.8,"-9.5%",5,6,90
"476",2021-04-20,7,11126,0.1,0.1,34,0.7,"-10.5%",5,6,89
"477",2021-04-21,6,11132,0.1,0.1,34,0.7,"0%",5,6,83
"478",2021-04-22,5,11137,0.1,0.1,38,0.8,"11.8%",5,6,85
"479",2021-04-23,6,11143,0.1,0.1,39,0.8,"2.6%",6,6,79
"480",2021-04-24,13,11156,0.3,0.1,45,0.9,"15.4%",6,6,88
"481",2021-04-25,8,11164,0.2,0.1,47,1,"4.4%",7,6,89
"482",2021-04-26,7,11171,0.1,0.2,52,1.1,"10.6%",7,6,90
"483",2021-04-27,6,11177,0.1,0.1,51,1,"-1.9%",7,6,85
"484",2021-04-28,5,11182,0.1,0.1,50,1,"-2%",7,6,84
"485",2021-04-29,10,11192,0.2,0.2,55,1.1,"10%",8,7,93
"486",2021-04-30,5,11197,0.1,0.2,54,1.1,"-1.8%",8,7,93
"487",2021-05-01,6,11203,0.1,0.1,47,1,"-13%",7,7,92
"488",2021-05-02,6,11209,0.1,0.1,45,0.9,"-4.3%",6,7,92
"489",2021-05-03,6,11215,0.1,0.1,44,0.9,"-2.2%",6,7,96
"490",2021-05-04,11,11226,0.2,0.1,49,1,"11.4%",7,7,100
"491",2021-05-05,8,11234,0.2,0.2,52,1.1,"6.1%",7,7,102
"492",2021-05-06,10,11244,0.2,0.2,52,1.1,"0%",7,8,107
"493",2021-05-07,16,11260,0.3,0.2,63,1.3,"21.2%",9,8,117
"494",2021-05-08,6,11266,0.1,0.2,63,1.3,"0%",9,8,110
"495",2021-05-09,11,11277,0.2,0.2,68,1.4,"7.9%",10,8,113
"496",2021-05-10,5,11282,0.1,0.2,67,1.4,"-1.5%",10,8,111
"497",2021-05-11,12,11294,0.2,0.2,68,1.4,"1.5%",10,8,117
"498",2021-05-12,5,11299,0.1,0.2,65,1.3,"-4.4%",9,8,117
"499",2021-05-13,4,11303,0.1,0.2,59,1.2,"-9.2%",8,8,111
"500",2021-05-14,7,11310,0.1,0.1,50,1,"-15.3%",7,8,113
"501",2021-05-15,6,11316,0.1,0.1,50,1,"0%",7,8,113
"502",2021-05-16,11,11327,0.2,0.1,50,1,"0%",7,8,118
"503",2021-05-17,5,11332,0.1,0.1,50,1,"0%",7,8,117
"504",2021-05-18,6,11338,0.1,0.1,44,0.9,"-12%",6,8,112
"505",2021-05-19,8,11346,0.2,0.1,47,1,"6.8%",7,8,112
"506",2021-05-20,9,11355,0.2,0.2,52,1.1,"10.6%",7,8,111
"507",2021-05-21,6,11361,0.1,0.1,51,1,"-1.9%",7,7,101
"508",2021-05-22,5,11366,0.1,0.1,50,1,"-2%",7,7,100
"509",2021-05-23,0,11366,0,0.1,39,0.8,"-22%",6,6,89
"510",2021-05-24,7,11373,0.1,0.1,41,0.8,"5.1%",6,6,91
"511",2021-05-25,8,11381,0.2,0.1,43,0.9,"4.9%",6,6,87
"512",2021-05-26,3,11384,0.1,0.1,38,0.8,"-11.6%",5,6,85
"513",2021-05-27,7,11391,0.1,0.1,36,0.7,"-5.3%",5,6,88
"514",2021-05-28,2,11393,0,0.1,32,0.7,"-11.1%",5,6,83
"515",2021-05-29,5,11398,0.1,0.1,32,0.7,"0%",5,6,82
"516",2021-05-30,6,11404,0.1,0.1,38,0.8,"18.8%",5,6,77
"517",2021-05-31,4,11408,0.1,0.1,35,0.7,"-7.9%",5,5,76
"518",2021-06-01,5,11413,0.1,0.1,32,0.7,"-8.6%",5,5,75
"519",2021-06-02,8,11421,0.2,0.1,37,0.8,"15.6%",5,5,75
"520",2021-06-03,4,11425,0.1,0.1,34,0.7,"-8.1%",5,5,70
"521",2021-06-04,6,11431,0.1,0.1,38,0.8,"11.8%",5,5,70
"522",2021-06-05,3,11434,0.1,0.1,36,0.7,"-5.3%",5,5,68
"523",2021-06-06,7,11441,0.1,0.1,37,0.8,"2.8%",5,5,75
"524",2021-06-07,7,11448,0.1,0.1,40,0.8,"8.1%",6,5,75
"525",2021-06-08,7,11455,0.1,0.1,42,0.9,"5%",6,5,74
"526",2021-06-09,2,11457,0,0.1,36,0.7,"-14.3%",5,5,73
"527",2021-06-10,3,11460,0.1,0.1,35,0.7,"-2.8%",5,5,69
"528",2021-06-11,2,11462,0,0.1,31,0.6,"-11.4%",4,5,69
"529",2021-06-12,6,11468,0.1,0.1,34,0.7,"9.7%",5,5,70
"530",2021-06-13,4,11472,0.1,0.1,31,0.6,"-8.8%",4,5,68
"531",2021-06-14,1,11473,0,0.1,25,0.5,"-19.4%",4,5,65
"532",2021-06-15,3,11476,0.1,0.1,21,0.4,"-16%",3,4,63
"533",2021-06-16,6,11482,0.1,0.1,25,0.5,"19%",4,4,61
"534",2021-06-17,4,11486,0.1,0.1,26,0.5,"4%",4,4,61
"535",2021-06-18,2,11488,0,0.1,26,0.5,"0%",4,4,57
"536",2021-06-19,3,11491,0.1,0.1,23,0.5,"-11.5%",3,4,57
"537",2021-06-20,3,11494,0.1,0.1,22,0.4,"-4.3%",3,4,53
"538",2021-06-21,5,11499,0.1,0.1,26,0.5,"18.2%",4,4,51
"539",2021-06-22,5,11504,0.1,0.1,28,0.6,"7.7%",4,4,49
"540",2021-06-23,5,11509,0.1,0.1,27,0.6,"-3.6%",4,4,52
"541",2021-06-24,5,11514,0.1,0.1,28,0.6,"3.7%",4,4,54
"542",2021-06-25,7,11521,0.1,0.1,33,0.7,"17.9%",5,4,59
"543",2021-06-26,5,11526,0.1,0.1,35,0.7,"6.1%",5,4,58
"544",2021-06-27,5,11531,0.1,0.1,37,0.8,"5.7%",5,4,59
"545",2021-06-28,4,11535,0.1,0.1,36,0.7,"-2.7%",5,4,62
"546",2021-06-29,3,11538,0.1,0.1,34,0.7,"-5.6%",5,4,62
"547",2021-06-30,0,11538,0,0.1,29,0.6,"-14.7%",4,4,56
"548",2021-07-01,2,11540,0,0.1,26,0.5,"-10.3%",4,4,54
"549",2021-07-02,4,11544,0.1,0.1,23,0.5,"-11.5%",3,4,56
"550",2021-07-03,5,11549,0.1,0.1,23,0.5,"0%",3,4,58
"551",2021-07-04,8,11557,0.2,0.1,26,0.5,"13%",4,4,63
"552",2021-07-05,5,11562,0.1,0.1,27,0.6,"3.8%",4,4,63
"553",2021-07-06,4,11566,0.1,0.1,28,0.6,"3.7%",4,4,62
"554",2021-07-07,5,11571,0.1,0.1,33,0.7,"17.9%",5,4,62
"555",2021-07-08,4,11575,0.1,0.1,35,0.7,"6.1%",5,4,61
"556",2021-07-09,5,11580,0.1,0.1,36,0.7,"2.9%",5,4,59
"557",2021-07-10,5,11585,0.1,0.1,36,0.7,"0%",5,4,59
"558",2021-07-11,3,11588,0.1,0.1,31,0.6,"-13.9%",4,4,57
"559",2021-07-12,4,11592,0.1,0.1,30,0.6,"-3.2%",4,4,57
"560",2021-07-13,7,11599,0.1,0.1,33,0.7,"10%",5,4,61
"561",2021-07-14,8,11607,0.2,0.1,36,0.7,"9.1%",5,5,69
"562",2021-07-15,8,11615,0.2,0.1,40,0.8,"11.1%",6,5,75
"563",2021-07-16,6,11621,0.1,0.1,41,0.8,"2.5%",6,6,77
"564",2021-07-17,3,11624,0.1,0.1,39,0.8,"-4.9%",6,5,75
"565",2021-07-18,7,11631,0.1,0.1,43,0.9,"10.3%",6,5,74
"566",2021-07-19,13,11644,0.3,0.2,52,1.1,"20.9%",7,6,82
"567",2021-07-20,6,11650,0.1,0.1,51,1,"-1.9%",7,6,84
"568",2021-07-21,12,11662,0.2,0.2,55,1.1,"7.8%",8,6,91
"569",2021-07-22,9,11671,0.2,0.2,56,1.1,"1.8%",8,7,96
"570",2021-07-23,5,11676,0.1,0.2,55,1.1,"-1.8%",8,7,96
"571",2021-07-24,8,11684,0.2,0.2,60,1.2,"9.1%",9,7,99
"572",2021-07-25,14,11698,0.3,0.2,67,1.4,"11.7%",10,8,110
"573",2021-07-26,11,11709,0.2,0.2,65,1.3,"-3%",9,8,117
"574",2021-07-27,18,11727,0.4,0.2,77,1.6,"18.5%",11,9,128
"575",2021-07-28,11,11738,0.2,0.2,76,1.6,"-1.3%",11,9,131
"576",2021-07-29,18,11756,0.4,0.2,85,1.7,"11.8%",12,10,141
"577",2021-07-30,13,11769,0.3,0.3,93,1.9,"9.4%",13,11,148
"578",2021-07-31,21,11790,0.4,0.3,106,2.2,"14%",15,12,166
"579",2021-08-01,21,11811,0.4,0.3,113,2.3,"6.6%",16,13,180
"580",2021-08-02,33,11844,0.7,0.4,135,2.8,"19.5%",19,14,200
