"","Date","Doses delivered","Doses administered","One dose, %","One dose","Completed series","Completed series, %","% of fully vaccinated who are boosted (2021)","Boosters administered","Boosted, Age 5+","Boosted, Age 5+ %","Received Bivalent (2022) Booster","Received (2021) Booster","Completed series, national average","NA"
"220",2021-07-21,"4935470","3485659","41.5%","2034814","1659775","33.9%","0%",NA,NA,NA,NA,NA,NA,"48.8%"
"221",2021-07-22,"4945380","3494632","41.6%","2041288","1662812","33.9%","0%",NA,NA,NA,NA,NA,NA,"48.8%"
"222",2021-07-23,"4979270","3494892","41.6%","2041597","1663031","33.9%","0%",NA,NA,NA,NA,NA,NA,"48.9%"
"223",2021-07-24,"5001210","3504304","41.8%","2048890","1665751","34%","0%",NA,NA,NA,NA,NA,NA,"49%"
"224",2021-07-25,"5001210","3516558","42%","2058672","1668818","34%","0%",NA,NA,NA,NA,NA,NA,"49.1%"
"225",2021-07-26,"5001210","3527448","42.2%","2067533","1671098","34.1%","0%",NA,NA,NA,NA,NA,NA,"49.1%"
"226",2021-07-27,"5015500","3534356","42.3%","2073358","1672423","34.1%","0%",NA,NA,NA,NA,NA,NA,"49.2%"
"227",2021-07-28,"5031270","3557652","42.7%","2092767","1677048","34.2%","0%",NA,NA,NA,NA,NA,NA,"49.3%"
"228",2021-07-29,"5050560","3557966","42.7%","2093242","1677279","34.2%","0%",NA,NA,NA,NA,NA,NA,"49.4%"
"229",2021-07-30,"5092510","3586810","43.2%","2116551","1683367","34.3%","0%",NA,NA,NA,NA,NA,NA,"49.5%"
"230",2021-07-31,"5159890","3587175","43.2%","2117044","1683584","34.3%","0%",NA,NA,NA,NA,NA,NA,"49.5%"
"231",2021-08-01,"5159890","3603940","43.4%","2130105","1687404","34.4%","0%",NA,NA,NA,NA,NA,NA,"49.6%"
"232",2021-08-02,"5159890","3603951","43.4%","2130309","1687444","34.4%","0%",NA,NA,NA,NA,NA,NA,"49.7%"
"233",2021-08-03,"5167970","3634744","43.9%","2154479","1693504","34.5%","0%",NA,NA,NA,NA,NA,NA,"49.7%"
"234",2021-08-04,"5201860","3646234","44.1%","2164048","1696031","34.6%","0%",NA,NA,NA,NA,NA,NA,"49.8%"
"235",2021-08-05,"5220840","3651071","44.2%","2168426","1697144","34.6%","0%",NA,NA,NA,NA,NA,NA,"49.9%"
"236",2021-08-06,"5262690","3681013","44.7%","2192650","1703519","34.7%","0%",NA,NA,NA,NA,NA,NA,"50%"
"237",2021-08-07,"5330000","3699467","45%","2207345","1707895","34.8%","0%",NA,NA,NA,NA,NA,NA,"50.1%"
"238",2021-08-08,"5330000","3699583","45%","2207724","1708026","34.8%","0%",NA,NA,NA,NA,NA,NA,"50.1%"
"239",2021-08-09,"5330000","3712533","45.2%","2217468","1711014","34.9%","0%",NA,NA,NA,NA,NA,NA,"50.2%"
"240",2021-08-10,"5358370","3730982","45.5%","2231388","1715676","35%","0%",NA,NA,NA,NA,NA,NA,"50.3%"
"241",2021-08-11,"5389260","3733090","45.6%","2233401","1716368","35%","0%",NA,NA,NA,NA,NA,NA,"50.3%"
"242",2021-08-12,"5418340","3748680","45.8%","2245275","1720455","35.1%","0%",NA,NA,NA,NA,NA,NA,"50.4%"
"243",2021-08-13,"5539910","3764110","46%","2256357","1725039","35.2%","0%",NA,NA,NA,NA,NA,NA,"50.5%"
"244",2021-08-14,"5554810","3769434","46.1%","2260327","1726776","35.2%","0%",NA,NA,NA,NA,NA,NA,"50.6%"
"245",2021-08-15,"5554810","3792348","46.4%","2275050","1734722","35.4%","0%",NA,NA,NA,NA,NA,NA,"50.7%"
"246",2021-08-16,"5554810","3815944","46.7%","2289141","1743610","35.6%","0%",NA,NA,NA,NA,NA,NA,"50.8%"
"247",2021-08-17,"5581220","3828166","46.8%","2295863","1748529","35.7%","0%",NA,NA,NA,NA,NA,NA,"50.9%"
"248",2021-08-18,"5631430","3838861","47%","2302598","1752243","35.7%","0%",NA,NA,NA,NA,NA,NA,"51%"
"249",2021-08-19,"5688310","3857905","47.2%","2312990","1759489","35.9%","0%",NA,NA,NA,NA,NA,NA,"51.1%"
"250",2021-08-20,"5789070","3888601","47.5%","2330695","1770725","36.1%","0%",NA,NA,NA,NA,NA,NA,"51.2%"
"251",2021-08-21,"5863360","3906516","47.7%","2340782","1777585","36.3%","0%",NA,NA,NA,NA,NA,NA,"51.3%"
"252",2021-08-22,"5863220","3916146","47.8%","2345934","1781590","36.3%","0%",NA,NA,NA,NA,NA,NA,"51.5%"
"253",2021-08-23,"5863220","3943465","48.1%","2358550","1793712","36.6%","0%","0",NA,NA,NA,NA,"0%","51.5%"
"254",2021-08-24,"5863220","3963352","48.3%","2368289","1802279","36.8%","0%","0",NA,NA,NA,NA,"0%","51.6%"
"255",2021-08-25,"5889060","3966712","48.3%","2370282","1803904","36.8%","0%","0",NA,NA,NA,NA,"0%","51.7%"
"256",2021-08-26,"5962240","3988529","48.6%","2380869","1813256","37%","0%","0",NA,NA,NA,NA,"0%","51.9%"
"257",2021-08-27,"6045390","4044688","48.9%","2399704","1838347","37.5%","0%","0",NA,NA,NA,NA,"0%","52%"
"258",2021-08-28,"6085890","4072870","49.3%","2415007","1850031","37.7%","0%","0",NA,NA,NA,NA,"0%","52.1%"
"259",2021-08-29,"6102830","4097445","49.5%","2426453","1860445","37.9%","0%","0",NA,NA,NA,NA,"0%","52.3%"
"260",2021-08-30,"6102130","4112942","49.6%","2432879","1868344","38.1%","0%","0",NA,NA,NA,NA,"0%","52.4%"
"261",2021-08-31,"6127400","4136247","49.8%","2442247","1880276","38.3%","0%","0",NA,NA,NA,NA,"0%","52.4%"
"262",2021-09-01,"6151970","4139337","49.9%","2444342","1882050","38.4%","0%","0",NA,NA,NA,NA,"0%","52.6%"
"263",2021-09-02,"6218000","4158442","50%","2452547","1891063","38.6%","0%","0",NA,NA,NA,NA,"0%","52.7%"
"264",2021-09-03,"6259550","4178419","50.2%","2461343","1900876","38.8%","0%","0",NA,NA,NA,NA,"0%","52.9%"
"265",2021-09-04,"6294440","4209610","50.5%","2474109","1915710","39.1%","0%","0",NA,NA,NA,NA,"0%","53%"
"266",2021-09-05,"6294340","4216512","50.5%","2477098","1919114","39.1%","0%","0",NA,NA,NA,NA,"0%","53.1%"
"267",2021-09-06,"6294340","4229402","50.6%","2482272","1925770","39.3%","0%","0",NA,NA,NA,NA,"0%","53.1%"
"268",2021-09-07,"6294340","4237710","50.7%","2485579","1930090","39.4%","0%","0",NA,NA,NA,NA,"0%","53.2%"
"269",2021-09-08,"6299020","4252635","50.8%","2491633","1938065","39.5%","0%","0",NA,NA,NA,NA,"0%","53.3%"
"270",2021-09-09,"6337120","4255847","50.8%","2493041","1940044","39.6%","0%","0",NA,NA,NA,NA,"0%","53.4%"
"271",2021-09-10,"6388850","4287769","51.1%","2504656","1956859","39.9%","0%","0",NA,NA,NA,NA,"0%","53.6%"
"272",2021-09-11,"6427570","4292244","51.1%","2506484","1959493","40%","0%","0",NA,NA,NA,NA,"0%","53.7%"
"273",2021-09-12,"6427570","4313489","51.3%","2514065","1971041","40.2%","0%","0",NA,NA,NA,NA,"0%","53.8%"
"274",2021-09-13,"6427570","4328199","51.4%","2519696","1979070","40.4%","0%","0",NA,NA,NA,NA,"0%","53.9%"
"275",2021-09-14,"6447940","4329528","51.3%","2516176","1980807","40.4%","0%","0",NA,NA,NA,NA,"0%","54%"
"276",2021-09-15,"6485880","4342220","51.4%","2520979","1988025","40.5%","0%","0",NA,NA,NA,NA,"0%","54.1%"
"277",2021-09-16,"6503890","4359022","51.5%","2526998","1997364","40.7%","0%","0",NA,NA,NA,NA,"0%","54.2%"
"278",2021-09-17,"6525240","4383430","51.7%","2535635","2010919","41%","0%","0",NA,NA,NA,NA,"0%","54.4%"
"279",2021-09-18,"6545280","4386893","51.7%","2537329","2013023","41.1%","0%","0",NA,NA,NA,NA,"0%","54.5%"
"280",2021-09-19,"6545280","4405259","51.9%","2543475","2023759","41.3%","0%","0",NA,NA,NA,NA,"0%","54.6%"
"281",2021-09-20,"6545280","4415777","51.9%","2547021","2030149","41.4%","0%","0",NA,NA,NA,NA,"0%","54.7%"
"282",2021-09-21,"6547850","4430711","52.1%","2552143","2038644","41.6%","0%","0",NA,NA,NA,NA,"0%","54.8%"
"283",2021-09-22,"6561280","4439932","52.1%","2555237","2043972","41.7%","0%","0",NA,NA,NA,NA,"0%","54.9%"
"284",2021-09-23,"6589940","4441961","52.1%","2556115","2045238","41.7%","0%","0",NA,NA,NA,NA,"0%","55%"
"285",2021-09-24,"6601120","4449282","52.2%","2558569","2049383","41.8%","0%","0",NA,NA,NA,NA,"0%","55.1%"
"286",2021-09-25,"6639550","4471337","52.3%","2565735","2060935","42%",NA,"0",NA,NA,NA,NA,"0%","55.2%"
"287",2021-09-26,"6639550","4485507","52.4%","2570413","2069026","42.2%",NA,"0",NA,NA,NA,NA,"0%","55.3%"
"288",2021-09-27,"6639550","4494228","52.5%","2572916","2073717","42.3%",NA,"0",NA,NA,NA,NA,"0%","55.4%"
"289",2021-09-28,"6646890","4511086","52.6%","2577657","2081567","42.5%",NA,"0",NA,NA,NA,NA,"0%","55.5%"
"290",2021-09-29,"6670090","4514239","52.6%","2578863","2083182","42.5%",NA,"0",NA,NA,NA,NA,"0%","55.5%"
"291",2021-09-30,"6665330","4532608","52.7%","2583590","2089852","42.6%","0%","0",NA,NA,NA,NA,"0%","55.6%"
"292",2021-10-01,"6709370","4534772","52.7%","2584258","2090806","42.6%","0%","0",NA,NA,NA,NA,"0%","55.7%"
"293",2021-10-02,"6738280","4544355","52.8%","2586950","2094920","42.7%","0%","0",NA,NA,NA,NA,"0%","55.8%"
"294",2021-10-03,"6736650","4565230","52.9%","2592096","2103203","42.9%","0%","0",NA,NA,NA,NA,"0%","55.9%"
"295",2021-10-04,"6736230","4579477","52.9%","2595947","2109349","43%","0%","0",NA,NA,NA,NA,"0%","56%"
"296",2021-10-05,"6742810","4584378","53%","2597448","2111925","43.1%","0%","0",NA,NA,NA,NA,"0%","56%"
"297",2021-10-06,"6757960","4594736","53%","2600070","2115732","43.2%","0%","0",NA,NA,NA,NA,"0%","56.1%"
"298",2021-10-07,"6781040","4604007","53.1%","2602402","2118943","43.2%","0%","0",NA,NA,NA,NA,"0%","56.2%"
"299",2021-10-08,"6829510","4624892","53.2%","2608058","2126766","43.4%","0%","0",NA,NA,NA,NA,"0%","56.3%"
"300",2021-10-09,"6858210","4630089","53.2%","2609534","2128926","43.4%","0%","0",NA,NA,NA,NA,"0%","56.4%"
"301",2021-10-10,"6858210","4642688","53.3%","2612561","2133719","43.5%","0%","0",NA,NA,NA,NA,"0%","56.5%"
"302",2021-10-11,"6858210","4649732","53.3%","2614514","2136775","43.6%","0%","0",NA,NA,NA,NA,"0%","56.5%"
"303",2021-10-12,"6864150","4657171","53.4%","2616672","2139547","43.6%","0%","0",NA,NA,NA,NA,"0%","56.5%"
"304",2021-10-13,"6884990","4660146","53.4%","2617643","2140724","43.7%","0%","0",NA,NA,NA,NA,"0%","56.6%"
"305",2021-10-14,"6900590","4669623","53.4%","2620146","2144120","43.7%","0%","0",NA,NA,NA,NA,"0%","56.7%"
"306",2021-10-15,"6916550","4677864","53.5%","2622428","2147033","43.8%","0%","0",NA,NA,NA,NA,"0%","56.8%"
"307",2021-10-16,"6945360","4688180","53.5%","2625208","2150508","43.9%","0%","0",NA,NA,NA,NA,"0%","56.9%"
"308",2021-10-17,"6937340","4703456","53.6%","2629346","2155609","44%","0%","0",NA,NA,NA,NA,"0%","57%"
"309",2021-10-18,"6936920","4709775","53.7%","2631267","2157856","44%","0%","0",NA,NA,NA,NA,"0%","57%"
"310",2021-10-19,"6946650","4714057","53.7%","2632750","2159523","44%","0%","0",NA,NA,NA,NA,"0%","57.1%"
"311",2021-10-20,"6981680","4722919","53.7%","2634995","2162284","44.1%","6%","130458",NA,NA,NA,NA,"2.7%","57.1%"
"312",2021-10-21,"6999770","4732829","53.8%","2637734","2165154","44.2%","6.2%","134615",NA,NA,NA,NA,"2.7%","57.2%"
"313",2021-10-22,"7045270","4742444","53.9%","2644229","2170323","44.3%","6.4%","138996",NA,NA,NA,NA,"2.8%","57.3%"
"314",2021-10-23,"7062480","4759947","54%","2648588","2174923","44.4%","6.8%","147525",NA,NA,NA,NA,"3%","57.4%"
"315",2021-10-24,"7061780","4766186","54%","2650133","2176540","44.4%","6.9%","150656",NA,NA,NA,NA,"3.1%","57.4%"
"316",2021-10-25,"7058840","4773728","54.1%","2652037","2177980","44.4%","7.1%","154781",NA,NA,NA,NA,"3.2%","57.4%"
"317",2021-10-26,"7069650","4779470","54.1%","2653566","2179242","44.4%","7.2%","157914",NA,NA,NA,NA,"3.2%","57.5%"
"318",2021-10-27,"7123260","4805213","54.2%","2659115","2183682","44.5%","8%","173615",NA,NA,NA,NA,"3.5%","57.5%"
"319",2021-10-28,"7163060","4827200","54.3%","2663952","2187378","44.6%","8.5%","186912",NA,NA,NA,NA,"3.8%","57.6%"
"320",2021-10-29,"7220460","4847422","54.4%","2668028","2190701","44.7%","9.1%","199742",NA,NA,NA,NA,"4.1%","57.8%"
"321",2021-10-30,"7264740","4866607","54.5%","2672040","2194074","44.7%","9.7%","211878",NA,NA,NA,NA,"4.3%","57.9%"
"322",2021-10-31,"7266450","4874827","54.5%","2673656","2195532","44.8%","9.9%","217170",NA,NA,NA,NA,"4.4%","58%"
"323",2021-11-01,"7263250","4884730","54.6%","2676227","2197549","44.8%","10.1%","222347",NA,NA,NA,NA,"4.5%","58%"
"324",2021-11-02,"7302580","4889817","54.6%","2677664","2198533","44.8%","10.2%","225090",NA,NA,NA,NA,"4.6%","58.1%"
"325",2021-11-03,"7316580","4912357","54.7%","2682405","2202285","44.9%","10.9%","239309",NA,NA,NA,NA,"4.9%","58.1%"
"326",2021-11-04,"7354360","4926067","54.8%","2685449","2204677","45%","11.2%","247798",NA,NA,NA,NA,"5.1%","58.2%"
"327",2021-11-05,"7401100","4939456","54.8%","2688481","2207077","45%","11.6%","255968",NA,NA,NA,NA,"5.2%","58.3%"
"328",2021-11-06,"7407740","4943879","54.9%","2689496","2208029","45%","11.7%","258842",NA,NA,NA,NA,"5.3%","58.3%"
"329",2021-11-07,"7423960","4960880","54.9%","2693121","2211121","45.1%","12.2%","269030",NA,NA,NA,NA,"5.5%","58.4%"
"330",2021-11-08,"7423960","4971453","55%","2695826","2213458","45.1%","12.4%","274387",NA,NA,NA,NA,"5.6%","58.4%"
"331",2021-11-09,"7456320","4974840","55%","2696907","2214496","45.2%","12.5%","276212",NA,NA,NA,NA,"5.6%","58.5%"
"332",2021-11-10,"7504060","4994724","55.1%","2701228","2218371","45.2%","13%","287703",NA,NA,NA,NA,"5.9%","58.5%"
"333",2021-11-11,"7572650","4999699","55.1%","2702579","2219423","45.3%","13.1%","290592",NA,NA,NA,NA,"5.9%","58.6%"
"334",2021-11-12,"7664290","5000242","55.1%","2702878","2219557","45.3%","13.1%","291056",NA,NA,NA,NA,"5.9%","58.7%"
"335",2021-11-13,"7683490","5011123","55.2%","2706002","2221462","45.3%","13.4%","297271",NA,NA,NA,NA,"6.1%","58.7%"
"336",2021-11-14,"7680930","5046821","55.4%","2714714","2228585","45.5%","14.2%","316722",NA,NA,NA,NA,"6.5%","58.8%"
"337",2021-11-15,"7679330","5056706","55.4%","2718301","2230181","45.5%","14.4%","321223",NA,NA,NA,NA,"6.6%","58.8%"
"338",2021-11-16,"7696280","5061882","55.5%","2720602","2231219","45.5%","14.5%","323564",NA,NA,NA,NA,"6.6%","58.9%"
"339",2021-11-17,"7723600","5077480","55.6%","2724085","2233411","45.6%","14.9%","333660",NA,NA,NA,NA,"6.8%","58.9%"
"340",2021-11-18,"7750770","5105635","55.7%","2731073","2237829","45.6%","15.6%","350133",NA,NA,NA,NA,"7.1%","58.9%"
"341",2021-11-19,"7781660","5112835","55.7%","2733032","2238958","45.7%","15.8%","354586",NA,NA,NA,NA,"7.2%","59%"
"342",2021-11-20,"7825960","5139179","55.9%","2740397","2243092","45.7%","16.5%","369229",NA,NA,NA,NA,"7.5%","59.1%"
"343",2021-11-21,"7822360","5146029","55.9%","2742393","2244148","45.8%","16.6%","373204",NA,NA,NA,NA,"7.6%","59.1%"
"344",2021-11-22,"7818860","5155007","56%","2745330","2245543","45.8%","16.8%","377625",NA,NA,NA,NA,"7.7%","59.2%"
"345",2021-11-23,"7827970","5170333","56.1%","2749881","2247882","45.8%","17.2%","385834",NA,NA,NA,NA,"7.9%","59%"
"346",2021-11-24,"7847520","5191035","56.2%","2755913","2254666","46%","17.5%","393964",NA,NA,NA,NA,"8%","59.1%"
"347",2021-11-25,"7847520","5191035","56.2%","2755913","2254666","46%","17.5%","393964",NA,NA,NA,NA,"8%","59.1%"
"348",2021-11-26,"7847520","5191035","56.2%","2755913","2254666","46%","17.5%","393964",NA,NA,NA,NA,"8%","59.1%"
"349",2021-11-27,"7847520","5191035","56.2%","2755913","2254666","46%","17.5%","393964",NA,NA,NA,NA,"8%","59.1%"
"350",2021-11-28,"7847520","5191035","56.2%","2755913","2254666","46%","17.5%","393964",NA,NA,NA,NA,"8%","59.1%"
"351",2021-11-29,"7802940","5229021","56.4%","2767489","2262464","46.1%","18.2%","412609",NA,NA,NA,NA,"8.4%","59.3%"
"352",2021-11-30,"7834540","5242493","56.5%","2772024","2264466","46.2%","18.5%","419340",NA,NA,NA,NA,"8.6%","59.4%"
"353",2021-12-01,"7870000","5259251","56.6%","2776759","2266861","46.2%","18.9%","428946",NA,NA,NA,NA,"8.8%","59.4%"
"354",2021-12-02,"7880350","5269173","56.7%","2780216","2268570","46.3%","19.1%","434119",NA,NA,NA,NA,"8.9%","59.6%"
"355",2021-12-03,"7902810","5301858","56.9%","2788826","2273361","46.4%","19.9%","452529",NA,NA,NA,NA,"9.2%","59.7%"
"356",2021-12-04,"7895690","5311207","56.9%","2791469","2274438","46.4%","20.1%","458195",NA,NA,NA,NA,"9.4%","59.8%"
"357",2021-12-05,"7868950","5335387","57.1%","2797899","2278670","46.5%","20.7%","471331",NA,NA,NA,NA,"9.6%","59.9%"
"358",2021-12-06,"7866010","5348564","57.1%","2801384","2281756","46.5%","20.9%","477755",NA,NA,NA,NA,"9.8%","60%"
"359",2021-12-07,"7894870","5358521","57.2%","2804132","2283759","46.6%","21.2%","483328",NA,NA,NA,NA,"9.9%","60.1%"
"360",2021-12-08,"7929510","5372947","57.3%","2807664","2286632","46.6%","21.5%","491203",NA,NA,NA,NA,"10%","60.4%"
"361",2021-12-09,"7935800","5379834","57.3%","2809478","2288180","46.7%","21.6%","495138",NA,NA,NA,NA,"10.1%","60.5%"
"362",2021-12-10,"7950160","5404729","57.4%","2815260","2293071","46.8%","22.2%","509236",NA,NA,NA,NA,"10.4%","60.6%"
"363",2021-12-11,"7997400","5421984","57.5%","2819200","2296493","46.8%","22.6%","519223",NA,NA,NA,NA,"10.6%","60.7%"
"364",2021-12-12,"7999700","5427694","57.5%","2820475","2297625","46.9%","22.7%","522636",NA,NA,NA,NA,"10.7%","60.8%"
"365",2021-12-13,"7999700","5436711","57.6%","2822664","2299840","46.9%","22.9%","526961",NA,NA,NA,NA,"10.8%","60.9%"
"366",2021-12-14,"8020150","5449205","57.6%","2825574","2302467","47%","23.2%","533719",NA,NA,NA,NA,"10.9%","61%"
"367",2021-12-15,"8050350","5460176","57.7%","2828316","2304915","47%","23.4%","539938",NA,NA,NA,NA,"11%","61.1%"
"368",2021-12-16,"8069670","5465558","57.7%","2829865","2306267","47%","23.5%","542978",NA,NA,NA,NA,"11.1%","61.2%"
"369",2021-12-17,"8120290","5484057","57.8%","2834061","2309833","47.1%","24%","553691",NA,NA,NA,NA,"11.3%","61.3%"
"370",2021-12-18,"8039060","5498460","57.9%","2837454","2312217","47.2%","24.3%","562341",NA,NA,NA,NA,"11.5%","61.4%"
"371",2021-12-19,"8008500","5503643","57.9%","2838792","2313129","47.2%","24.4%","565550",NA,NA,NA,NA,"11.5%","61.4%"
"372",2021-12-20,"7977980","5510359","57.9%","2840554","2314410","47.2%","24.6%","569193",NA,NA,NA,NA,"11.6%","61.5%"
"373",2021-12-21,"7985890","5518826","58%","2842738","2316077","47.2%","24.8%","573674",NA,NA,NA,NA,"11.7%","61.6%"
"374",2021-12-22,"8016810","5531312","58%","2845635","2318310","47.3%","25.1%","581143",NA,NA,NA,NA,"11.9%","61.7%"
"375",2021-12-23,"8046130","5549319","58.1%","2849954","2321403","47.3%","25.5%","591412",NA,NA,NA,NA,"12.1%","61.7%"
"376",2021-12-24,"8060410","5581194","58.3%","2857399","2326903","47.5%","26.2%","609056",NA,NA,NA,NA,"12.4%","61.7%"
"377",2021-12-25,"8059810","5584127","58.3%","2858085","2327272","47.5%","26.3%","610960",NA,NA,NA,NA,"12.5%","61.8%"
"378",2021-12-26,"8010670","5590833","58.3%","2859802","2328460","47.5%","26.4%","614410",NA,NA,NA,NA,"12.5%","61.8%"
"379",2021-12-27,"7994150","5592013","58.3%","2860243","2328730","47.5%","26.4%","614962",NA,NA,NA,NA,"12.6%","61.8%"
"380",2021-12-28,"7994010","5604954","58.4%","2863485","2331596","47.6%","26.7%","621747",NA,NA,NA,NA,"12.7%","61.9%"
"381",2021-12-29,"8039790","5608235","58.4%","2864442","2332287","47.6%","26.7%","623683",NA,NA,NA,NA,"12.7%","61.9%"
"382",2021-12-30,"8051430","5624234","58.5%","2868764","2335344","47.6%","27.1%","632174",NA,NA,NA,NA,"12.9%","62%"
"383",2021-12-31,"8056140","5639733","58.6%","2873131","2338278","47.7%","27.4%","640227",NA,NA,NA,NA,"13.1%","62.1%"
"384",2022-01-01,"8033920","5655316","58.7%","2877538","2340996","47.7%","27.7%","648381",NA,NA,NA,NA,"13.2%","62.1%"
"385",2022-01-02,"8029260","5655316","58.7%","2877538","2340996","47.7%","27.7%","648381",NA,NA,NA,NA,"13.2%","62.1%"
"386",2022-01-03,"8027420","5669320","58.8%","2881666","2343601","47.8%","28%","655288",NA,NA,NA,NA,"13.4%","62.1%"
"387",2022-01-04,"8027420","5678299","58.8%","2884819","2345599","47.8%","28.1%","659747",NA,NA,NA,NA,"13.5%","62.2%"
"388",2022-01-05,"8071240","5681793","58.9%","2886070","2346404","47.9%","28.2%","661457",NA,NA,NA,NA,"13.5%","62.3%"
"389",2022-01-06,"8391130","5695747","58.9%","2890246","2349085","47.9%","28.5%","668394",NA,NA,NA,NA,"13.6%","62.4%"
"390",2022-01-07,"8391130","5710373","59%","2894430","2351731","48%","28.7%","676060",NA,NA,NA,NA,"13.8%","62.4%"
"391",2022-01-08,"8498480","5723382","59.1%","2898115","2354087","48%","29%","683047",NA,NA,NA,NA,"13.9%","62.5%"
"392",2022-01-09,"8499980","5731467","59.2%","2900267","2355660","48%","29.2%","687451",NA,NA,NA,NA,"14%","62.5%"
"393",2022-01-10,"8499580","5742343","59.2%","2903320","2357727","48.1%","29.4%","693030",NA,NA,NA,NA,"14.1%","62.6%"
"394",2022-01-11,"8582180","5747337","59.2%","2904923","2358758","48.1%","29.5%","695417",NA,NA,NA,NA,"14.2%","62.6%"
"395",2022-01-12,"8622020","5761529","59.3%","2908943","2361490","48.2%","29.8%","702664",NA,NA,NA,NA,"14.3%","62.7%"
"396",2022-01-13,"8642820","5771935","59.4%","2912053","2363643","48.2%","30%","708033",NA,NA,NA,NA,"14.4%","62.8%"
"397",2022-01-14,"8667990","5795157","59.5%","2919436","2369558","48.3%","30.3%","717630",NA,NA,NA,NA,"14.6%","62.9%"
"398",2022-01-15,"8707560","5805754","59.6%","2922396","2371514","48.4%","30.5%","723210",NA,NA,NA,NA,"14.8%","62.9%"
"399",2022-01-16,"8707560","5809961","59.6%","2923720","2372246","48.4%","30.6%","725441",NA,NA,NA,NA,"14.8%","63%"
"400",2022-01-17,"8707560","5815032","59.7%","2925393","2373038","48.4%","30.7%","727947",NA,NA,NA,NA,"14.9%","63%"
"401",2022-01-18,"8710160","5820951","59.7%","2927217","2374104","48.4%","30.8%","730931",NA,NA,NA,NA,"14.9%","63%"
"402",2022-01-19,"8727360","5828843","60.4%","2962441","2396308","48.9%","30.7%","734927",NA,NA,NA,NA,"15%","63.1%"
"403",2022-01-20,"8736560","5831563","60.4%","2963667","2397146","48.9%","30.7%","736300",NA,NA,NA,NA,"15%","63.2%"
"404",2022-01-21,"8764630","5851443","60.6%","2969685","2401094","49%","31.1%","746356",NA,NA,NA,NA,"15.2%","63.3%"
"405",2022-01-22,"8795830","5851604","60.6%","2969945","2401192","49%","31.1%","746510",NA,NA,NA,NA,"15.2%","63.3%"
"406",2022-01-23,"8798430","5908517","60.9%","2985706","2411652","49.2%","32.2%","776197",NA,NA,NA,NA,"15.8%","63.4%"
"407",2022-01-24,"8798530","5910491","60.9%","2986497","2412148","49.2%","32.2%","777061",NA,NA,NA,NA,"15.9%","63.4%"
"408",2022-01-25,"8824030","5919745","61%","2989103","2414385","49.2%","32.4%","781521",NA,NA,NA,NA,"15.9%","63.5%"
"409",2022-01-26,"8840730","5933422","61%","2992597","2417639","49.3%","32.6%","788216",NA,NA,NA,NA,"16.1%","63.5%"
"410",2022-01-27,"8855430","5935375","61%","2993196","2418268","49.3%","32.6%","789208",NA,NA,NA,NA,"16.1%","63.6%"
